Date,Adj Close,Close,High,Low,Open,Volume
2023-09-19,177.53428649902344,179.07000732421875,179.6300048828125,177.1300048828125,177.52000427246094,51826900
2023-09-20,173.9849853515625,175.49000549316406,179.6999969482422,175.39999389648438,179.25999450683594,58436200
2023-09-21,172.43838500976562,173.92999267578125,176.3000030517578,173.86000061035156,174.5500030517578,63149100
2023-09-22,173.2909698486328,174.7899932861328,177.0800018310547,174.0500030517578,174.6699981689453,56725400
2023-09-25,174.56991577148438,176.0800018310547,176.97000122070312,174.14999389648438,174.1999969482422,46172700
2023-09-26,170.48526000976562,171.9600067138672,175.1999969482422,171.66000366210938,174.82000732421875,64588900
2023-09-27,168.9683837890625,170.42999267578125,173.0399932861328,169.0500030517578,172.6199951171875,66921800
2023-09-28,169.2261505126953,170.69000244140625,172.02999877929688,167.6199951171875,169.33999633789062,56294400
2023-09-29,169.74168395996094,171.2100067138672,173.07000732421875,170.33999633789062,172.02000427246094,51861100
2023-10-02,172.2599334716797,173.75,174.3000030517578,170.92999267578125,171.22000122070312,52164500
2023-10-03,170.92149353027344,172.39999389648438,173.6300048828125,170.82000732421875,172.25999450683594,49594600
2023-10-04,172.17068481445312,173.66000366210938,174.2100067138672,170.97000122070312,171.08999633789062,53020300
2023-10-05,173.40997314453125,174.91000366210938,175.4499969482422,172.67999267578125,173.7899932861328,48527900
2023-10-06,175.9678497314453,177.49000549316406,177.99000549316406,173.17999267578125,173.8000030517578,57266700
2023-10-09,177.4549560546875,178.99000549316406,179.0500030517578,175.8000030517578,176.80999755859375,42390800
2023-10-10,176.86012268066406,178.38999938964844,179.72000122070312,177.9499969482422,178.10000610351562,43698000
2023-10-11,178.25802612304688,179.8000030517578,179.85000610351562,177.60000610351562,178.1999969482422,47551100
2023-10-12,179.1602325439453,180.7100067138672,182.33999633789062,179.0399932861328,180.07000732421875,56743100
2023-10-13,177.31617736816406,178.85000610351562,181.92999267578125,178.13999938964844,181.4199981689453,51427100
2023-10-16,177.18728637695312,178.72000122070312,179.0800018310547,176.50999450683594,176.75,52517000
2023-10-17,175.6307373046875,177.14999389648438,178.4199981689453,174.8000030517578,176.64999389648438,57549400
2023-10-18,174.33197021484375,175.83999633789062,177.5800018310547,175.11000061035156,175.5800018310547,54764400
2023-10-19,173.95526123046875,175.4600067138672,177.83999633789062,175.19000244140625,176.0399932861328,59302900
2023-10-20,171.39736938476562,172.8800048828125,175.4199981689453,172.63999938964844,175.30999755859375,64244000
2023-10-23,171.516357421875,173.0,174.00999450683594,169.92999267578125,170.91000366210938,55980100
2023-10-24,171.95257568359375,173.44000244140625,173.6699981689453,171.4499969482422,173.0500030517578,43816600
2023-10-25,169.63265991210938,171.10000610351562,173.05999755859375,170.64999389648438,171.8800048828125,57157000
2023-10-26,165.45875549316406,166.88999938964844,171.3800048828125,165.6699981689453,170.3699951171875,70625300
2023-10-27,166.77732849121094,168.22000122070312,168.9600067138672,166.8300018310547,166.91000366210938,58499100
2023-10-30,168.82957458496094,170.2899932861328,171.1699981689453,168.8699951171875,169.02000427246094,51131000
2023-10-31,169.3054656982422,170.77000427246094,170.89999389648438,167.89999389648438,169.35000610351562,44846000
2023-11-01,172.47802734375,173.97000122070312,174.22999572753906,170.1199951171875,171.0,56934900
2023-11-02,176.04714965820312,177.57000732421875,177.77999877929688,175.4600067138672,175.52000427246094,77334800
2023-11-03,175.13504028320312,176.64999389648438,176.82000732421875,173.35000610351562,174.24000549316406,79829200
2023-11-06,177.6929168701172,179.22999572753906,179.42999267578125,176.2100067138672,176.3800048828125,63841300
2023-11-07,180.26071166992188,181.82000732421875,182.44000244140625,178.97000122070312,179.17999267578125,70530000
2023-11-08,181.321533203125,182.88999938964844,183.4499969482422,181.58999633789062,182.35000610351562,49340300
2023-11-09,180.8456573486328,182.41000366210938,184.1199951171875,181.80999755859375,182.9600067138672,53763500
2023-11-10,185.04490661621094,186.39999389648438,186.57000732421875,183.52999877929688,183.97000122070312,66133400
2023-11-13,183.45652770996094,184.8000030517578,186.02999877929688,184.2100067138672,185.82000732421875,43627500
2023-11-14,186.0773162841797,187.44000244140625,188.11000061035156,186.3000030517578,187.6999969482422,60108400
2023-11-15,186.6431884765625,188.00999450683594,189.5,187.77999877929688,187.85000610351562,53790500
2023-11-16,188.33082580566406,189.7100067138672,190.9600067138672,188.64999389648438,189.57000732421875,54412900
2023-11-17,188.3109893798828,189.69000244140625,190.3800048828125,188.57000732421875,190.25,50922700
2023-11-20,190.05816650390625,191.4499969482422,191.91000366210938,189.8800048828125,189.88999938964844,46505100
2023-11-21,189.2540740966797,190.63999938964844,191.52000427246094,189.74000549316406,191.41000366210938,38134500
2023-11-22,189.91917419433594,191.30999755859375,192.92999267578125,190.8300018310547,191.49000549316406,39617700
2023-11-24,188.58895874023438,189.97000122070312,190.89999389648438,189.25,190.8699951171875,24048300
2023-11-27,188.41026306152344,189.7899932861328,190.6699981689453,188.89999389648438,189.9199981689453,40552600
2023-11-28,189.0158233642578,190.39999389648438,191.0800018310547,189.39999389648438,189.77999877929688,38415400
2023-11-29,187.99331665039062,189.3699951171875,192.08999633789062,188.97000122070312,190.89999389648438,43014200
2023-11-30,188.56907653808594,189.9499969482422,190.32000732421875,188.19000244140625,189.83999633789062,48794400
2023-12-01,189.84971618652344,191.24000549316406,191.55999755859375,189.22999572753906,190.3300018310547,45704800
2023-12-04,188.0528564453125,189.42999267578125,190.0500030517578,187.4499969482422,189.97999572753906,43389500
2023-12-05,192.0138397216797,193.4199981689453,194.39999389648438,190.17999267578125,190.2100067138672,66628400
2023-12-06,190.92185974121094,192.32000732421875,194.75999450683594,192.11000061035156,194.4499969482422,41089700
2023-12-07,192.85768127441406,194.27000427246094,195.0,193.58999633789062,193.6300048828125,47477700
2023-12-08,194.28721618652344,195.7100067138672,195.99000549316406,193.6699981689453,194.1999969482422,53406400
2023-12-11,191.7755889892578,193.17999267578125,193.49000549316406,191.4199981689453,193.11000061035156,60943700
2023-12-12,193.29449462890625,194.7100067138672,194.72000122070312,191.72000122070312,193.0800018310547,52696900
2023-12-13,196.52085876464844,197.9600067138672,198.0,194.85000610351562,195.08999633789062,70404200
2023-12-14,196.66978454589844,198.11000061035156,199.6199951171875,196.16000366210938,198.02000427246094,66831600
2023-12-15,196.13368225097656,197.57000732421875,198.39999389648438,197.0,197.52999877929688,128538400
2023-12-18,194.4658966064453,195.88999938964844,196.6300048828125,194.38999938964844,196.08999633789062,55751900
2023-12-19,195.50828552246094,196.94000244140625,196.9499969482422,195.88999938964844,196.16000366210938,40714100
2023-12-20,193.4136199951172,194.8300018310547,197.67999267578125,194.8300018310547,196.89999389648438,52242800
2023-12-21,193.2646942138672,194.67999267578125,197.0800018310547,193.5,196.10000610351562,46482500
2023-12-22,192.1925506591797,193.60000610351562,195.41000366210938,192.97000122070312,195.17999267578125,37149600
2023-12-26,191.6465606689453,193.0500030517578,193.88999938964844,192.8300018310547,193.61000061035156,28919300
2023-12-27,191.74581909179688,193.14999389648438,193.5,191.08999633789062,192.49000549316406,48087700
2023-12-28,192.17271423339844,193.5800018310547,194.66000366210938,193.1699981689453,194.13999938964844,34049900
2023-12-29,191.13031005859375,192.52999877929688,194.39999389648438,191.72999572753906,193.89999389648438,42672100
2024-01-02,184.2904052734375,185.63999938964844,188.44000244140625,183.88999938964844,187.14999389648438,82488700
2024-01-03,182.9105224609375,184.25,185.8800048828125,183.42999267578125,184.22000122070312,58414500
2024-01-04,180.58753967285156,181.91000366210938,183.08999633789062,180.8800048828125,182.14999389648438,71983600
2024-01-05,179.86280822753906,181.17999267578125,182.75999450683594,180.1699981689453,181.99000549316406,62379700
2024-01-08,184.21099853515625,185.55999755859375,185.60000610351562,181.5,182.08999633789062,59144500
2024-01-09,183.79405212402344,185.13999938964844,185.14999389648438,182.72999572753906,183.9199981689453,42841800
2024-01-10,184.83642578125,186.19000244140625,186.39999389648438,183.9199981689453,184.35000610351562,46792900
2024-01-11,184.24078369140625,185.58999633789062,187.0500030517578,183.6199951171875,186.5399932861328,49128400
2024-01-12,184.56837463378906,185.9199981689453,186.74000549316406,185.19000244140625,186.05999755859375,40477800
2024-01-16,182.29502868652344,183.6300048828125,184.25999450683594,180.92999267578125,182.16000366210938,65603000
2024-01-17,181.35191345214844,182.67999267578125,182.92999267578125,180.3000030517578,181.27000427246094,47317400
2024-01-18,187.25868225097656,188.6300048828125,189.13999938964844,185.8300018310547,186.08999633789062,78005800
2024-01-19,190.16738891601562,191.55999755859375,191.9499969482422,188.82000732421875,189.3300018310547,68903000
2024-01-22,192.4804229736328,193.88999938964844,195.3300018310547,192.25999450683594,192.3000030517578,60133900
2024-01-23,193.76107788085938,195.17999267578125,195.75,193.8300018310547,195.02000427246094,42355600
2024-01-24,193.0860137939453,194.5,196.3800048828125,194.33999633789062,195.4199981689453,53631300
2024-01-25,192.75840759277344,194.1699981689453,196.27000427246094,193.11000061035156,195.22000122070312,54822100
2024-01-26,191.02114868164062,192.4199981689453,194.75999450683594,191.94000244140625,194.27000427246094,44594000
2024-01-29,190.3361358642578,191.72999572753906,192.1999969482422,189.5800018310547,192.00999450683594,47145600
2024-01-30,186.67295837402344,188.0399932861328,191.8000030517578,187.47000122070312,190.94000244140625,55859400
2024-01-31,183.05943298339844,184.39999389648438,187.10000610351562,184.35000610351562,187.0399932861328,55467800
2024-02-01,185.50155639648438,186.86000061035156,186.9499969482422,183.82000732421875,183.99000549316406,64885400
2024-02-02,184.49888610839844,185.85000610351562,187.3300018310547,179.25,179.86000061035156,102551700
2024-02-05,186.31556701660156,187.67999267578125,189.25,185.83999633789062,188.14999389648438,69668800
2024-02-06,187.923828125,189.3000030517578,189.30999755859375,186.77000427246094,186.86000061035156,43490800
2024-02-07,188.03302001953125,189.41000366210938,191.0500030517578,188.61000061035156,190.63999938964844,53439000
2024-02-08,186.950927734375,188.32000732421875,189.5399932861328,187.35000610351562,189.38999938964844,40962000
2024-02-09,187.71632385253906,188.85000610351562,189.99000549316406,188.0,188.64999389648438,45155200
2024-02-12,186.02651977539062,187.14999389648438,188.6699981689453,186.7899932861328,188.4199981689453,41781900
2024-02-13,183.9291534423828,185.0399932861328,186.2100067138672,183.50999450683594,185.77000427246094,56529500
2024-02-14,183.04452514648438,184.14999389648438,185.52999877929688,182.44000244140625,185.32000732421875,54630500
2024-02-15,182.75625610351562,183.86000061035156,184.49000549316406,181.35000610351562,183.5500030517578,65434500
2024-02-16,181.21556091308594,182.30999755859375,184.85000610351562,181.6699981689453,183.4199981689453,49752500
2024-02-20,180.47006225585938,181.55999755859375,182.42999267578125,180.0,181.7899932861328,53665600
2024-02-21,181.2255096435547,182.32000732421875,182.88999938964844,180.66000366210938,181.94000244140625,41371400
2024-02-22,183.26321411132812,184.3699951171875,184.9600067138672,182.4600067138672,183.47999572753906,52292200
2024-02-23,181.42433166503906,182.52000427246094,185.0399932861328,182.22999572753906,185.00999450683594,45119700
2024-02-26,180.0724639892578,181.16000366210938,182.75999450683594,180.64999389648438,182.24000549316406,40867400
2024-02-27,181.53366088867188,182.6300048828125,183.9199981689453,179.55999755859375,181.10000610351562,54318900
2024-02-28,180.33091735839844,181.4199981689453,183.1199951171875,180.1300048828125,182.50999450683594,48953900
2024-02-29,179.66493225097656,180.75,182.57000732421875,179.52999877929688,181.27000427246094,136682600
2024-03-01,178.5814971923828,179.66000366210938,180.52999877929688,177.3800048828125,179.5500030517578,73563100
2024-03-04,174.0488739013672,175.10000610351562,176.89999389648438,173.7899932861328,176.14999389648438,81510100
2024-03-05,169.09873962402344,170.1199951171875,172.0399932861328,169.6199951171875,170.75999450683594,95132400
2024-03-06,168.104736328125,169.1199951171875,171.24000549316406,168.67999267578125,171.05999755859375,68587700
2024-03-07,167.98545837402344,169.0,170.72999572753906,168.49000549316406,169.14999389648438,71765100
2024-03-08,169.705078125,170.72999572753906,173.6999969482422,168.94000244140625,169.0,76267000
2024-03-11,171.71295166015625,172.75,174.3800048828125,172.0500030517578,172.94000244140625,60139500
2024-03-12,172.19007873535156,173.22999572753906,174.02999877929688,171.00999450683594,173.14999389648438,59825400
2024-03-13,170.1027069091797,171.1300048828125,173.19000244140625,170.75999450683594,172.77000427246094,52488700
2024-03-14,171.96145629882812,173.0,174.30999755859375,172.0500030517578,172.91000366210938,72913500
2024-03-15,171.58372497558594,172.6199951171875,172.6199951171875,170.2899932861328,171.1699981689453,121752700
2024-03-18,172.67713928222656,173.72000122070312,177.7100067138672,173.52000427246094,175.57000732421875,75604200
2024-03-19,175.02296447753906,176.0800018310547,176.61000061035156,173.02999877929688,174.33999633789062,55215200
2024-03-20,177.597412109375,178.6699981689453,178.6699981689453,175.08999633789062,175.72000122070312,53423100
2024-03-21,170.3412322998047,171.3699951171875,177.49000549316406,170.83999633789062,177.0500030517578,106181300
2024-03-22,171.24578857421875,172.27999877929688,173.0500030517578,170.05999755859375,171.75999450683594,71160100
2024-03-25,169.82437133789062,170.85000610351562,171.94000244140625,169.4499969482422,170.57000732421875,54288300
2024-03-26,168.69122314453125,169.7100067138672,171.4199981689453,169.5800018310547,170.0,57388400
2024-03-27,172.26959228515625,173.30999755859375,173.60000610351562,170.11000061035156,170.41000366210938,60273300
2024-03-28,170.45057678222656,171.47999572753906,172.22999572753906,170.50999450683594,171.75,65672700
2024-04-01,169.00929260253906,170.02999877929688,171.25,169.47999572753906,171.19000244140625,46240500
2024-04-02,167.826416015625,168.83999633789062,169.33999633789062,168.22999572753906,169.0800018310547,49329500
2024-04-03,168.63156127929688,169.64999389648438,170.67999267578125,168.5800018310547,168.7899932861328,47691700
2024-04-04,167.8065643310547,168.82000732421875,171.9199981689453,168.82000732421875,170.2899932861328,53704400
2024-04-05,168.56199645996094,169.5800018310547,170.38999938964844,168.9499969482422,169.58999633789062,42104800
2024-04-08,167.4387664794922,168.4499969482422,169.1999969482422,168.24000549316406,169.02999877929688,37425500
2024-04-09,168.65145874023438,169.6699981689453,170.0800018310547,168.35000610351562,168.6999969482422,42373800
2024-04-10,166.77279663085938,167.77999877929688,169.08999633789062,167.11000061035156,168.8000030517578,49709300
2024-04-11,173.98919677734375,175.0399932861328,175.4600067138672,168.16000366210938,168.33999633789062,91070300
2024-04-12,175.49014282226562,176.5500030517578,178.36000061035156,174.2100067138672,174.25999450683594,101670900
2024-04-15,171.6533203125,172.69000244140625,176.6300048828125,172.5,175.36000061035156,73531800
2024-04-16,168.36322021484375,169.3800048828125,173.75999450683594,168.27000427246094,171.75,73711200
2024-04-17,166.99148559570312,168.0,170.64999389648438,168.0,169.61000061035156,50901200
2024-04-18,166.0372314453125,167.0399932861328,168.63999938964844,166.5500030517578,168.02999877929688,43122900
2024-04-19,164.0094757080078,165.0,166.39999389648438,164.0800018310547,166.2100067138672,68149400
2024-04-22,164.8444366455078,165.83999633789062,167.25999450683594,164.77000427246094,165.52000427246094,48116400
2024-04-23,165.89808654785156,166.89999389648438,167.0500030517578,164.9199981689453,165.35000610351562,49537800
2024-04-24,168.00537109375,169.02000427246094,169.3000030517578,166.2100067138672,166.5399932861328,48251800
2024-04-25,168.87013244628906,169.88999938964844,170.61000061035156,168.14999389648438,169.52999877929688,50558300
2024-04-26,168.28367614746094,169.3000030517578,171.33999633789062,169.17999267578125,169.8800048828125,44838400
2024-04-29,172.45846557617188,173.5,176.02999877929688,173.10000610351562,173.3699951171875,68169400
2024-04-30,169.30747985839844,170.3300018310547,174.99000549316406,170.0,173.3300018310547,65934800
2024-05-01,168.28367614746094,169.3000030517578,172.7100067138672,169.11000061035156,169.5800018310547,50383100
2024-05-02,171.99127197265625,173.02999877929688,173.4199981689453,170.88999938964844,172.50999450683594,94214900
2024-05-03,182.27915954589844,183.3800048828125,187.0,182.66000366210938,186.64999389648438,163224100
2024-05-06,180.61917114257812,181.7100067138672,184.1999969482422,180.4199981689453,182.35000610351562,78569700
2024-05-07,181.30502319335938,182.39999389648438,184.89999389648438,181.32000732421875,183.4499969482422,77305800
2024-05-08,181.6429901123047,182.74000549316406,183.07000732421875,181.4499969482422,182.85000610351562,45057100
2024-05-09,183.46200561523438,184.57000732421875,184.66000366210938,182.11000061035156,182.55999755859375,48983000
2024-05-10,182.19793701171875,183.0500030517578,185.08999633789062,182.1300048828125,184.89999389648438,50759500
2024-05-13,185.41287231445312,186.27999877929688,187.10000610351562,184.6199951171875,185.44000244140625,72044800
2024-05-14,186.55751037597656,187.42999267578125,188.3000030517578,186.2899932861328,187.50999450683594,52393600
2024-05-15,188.83688354492188,189.72000122070312,190.64999389648438,187.3699951171875,187.91000366210938,70400000
2024-05-16,188.95631408691406,189.83999633789062,191.10000610351562,189.66000366210938,190.47000122070312,52845200
2024-05-17,188.9861602783203,189.8699951171875,190.80999755859375,189.17999267578125,189.50999450683594,41282900
2024-05-20,190.15072631835938,191.0399932861328,191.9199981689453,189.00999450683594,189.3300018310547,44361300
2024-05-21,191.4546356201172,192.35000610351562,192.72999572753906,190.9199981689453,191.08999633789062,42309400
2024-05-22,190.01136779785156,190.89999389648438,192.82000732421875,190.27000427246094,192.27000427246094,34648500
2024-05-23,186.0100860595703,186.8800048828125,191.0,186.6300048828125,190.97999572753906,51005900
2024-05-24,189.0956573486328,189.97999572753906,190.5800018310547,188.0399932861328,188.82000732421875,36327000
2024-05-28,189.10560607910156,189.99000549316406,193.0,189.10000610351562,191.50999450683594,52280100
2024-05-29,189.40420532226562,190.2899932861328,192.25,189.50999450683594,189.61000061035156,53068000
2024-05-30,190.39956665039062,191.2899932861328,192.17999267578125,190.6300048828125,190.75999450683594,49889100
2024-05-31,191.3551025390625,192.25,192.57000732421875,189.91000366210938,191.44000244140625,75158300
2024-06-03,193.12681579589844,194.02999877929688,194.99000549316406,192.52000427246094,192.89999389648438,50080500
2024-06-04,193.44532775878906,194.35000610351562,195.32000732421875,193.02999877929688,194.63999938964844,47471400
2024-06-05,194.95823669433594,195.8699951171875,196.89999389648438,194.8699951171875,195.39999389648438,54156800
2024-06-06,193.57470703125,194.47999572753906,196.5,194.1699981689453,195.69000244140625,41181800
2024-06-07,195.97349548339844,196.88999938964844,196.94000244140625,194.13999938964844,194.64999389648438,53103900
2024-06-10,192.22103881835938,193.1199951171875,197.3000030517578,192.14999389648438,196.89999389648438,97010200
2024-06-11,206.18572998046875,207.14999389648438,207.16000366210938,193.6300048828125,193.64999389648438,172373300
2024-06-12,212.07818603515625,213.07000732421875,220.1999969482422,206.89999389648438,207.3699951171875,198134300
2024-06-13,213.2427520751953,214.24000549316406,216.75,211.60000610351562,214.74000549316406,97862700
2024-06-14,211.50088500976562,212.49000549316406,215.1699981689453,211.3000030517578,213.85000610351562,70122700
2024-06-17,215.6614227294922,216.6699981689453,218.9499969482422,212.72000122070312,213.3699951171875,93728300
2024-06-18,213.29248046875,214.2899932861328,218.6300048828125,213.0,217.58999633789062,79943300
2024-06-20,208.70396423339844,209.67999267578125,214.24000549316406,208.85000610351562,213.92999267578125,86172500
2024-06-21,206.52415466308594,207.49000549316406,211.88999938964844,207.11000061035156,210.38999938964844,241805100
2024-06-24,207.171142578125,208.13999938964844,212.6999969482422,206.58999633789062,207.72000122070312,80727000
2024-06-25,208.09681701660156,209.07000732421875,211.3800048828125,208.61000061035156,209.14999389648438,55549700
2024-06-26,212.25733947753906,213.25,214.86000061035156,210.63999938964844,211.5,66213200
2024-06-27,213.1033935546875,214.10000610351562,215.74000549316406,212.35000610351562,214.69000244140625,49772700
2024-06-28,209.63955688476562,210.6199951171875,216.07000732421875,210.3000030517578,215.77000427246094,82542700
2024-07-01,215.7410430908203,216.75,217.50999450683594,211.9199981689453,212.08999633789062,60402900
2024-07-02,219.2446746826172,220.27000427246094,220.3800048828125,215.10000610351562,216.14999389648438,58046200
2024-07-03,220.51870727539062,221.5500030517578,221.5500030517578,219.02999877929688,220.0,37369800
2024-07-05,225.28640747070312,226.33999633789062,226.4499969482422,221.64999389648438,221.64999389648438,60412400
2024-07-08,226.759521484375,227.82000732421875,227.85000610351562,223.25,227.08999633789062,59085900
2024-07-09,227.61550903320312,228.67999267578125,229.39999389648438,226.3699951171875,227.92999267578125,48076100
2024-07-10,231.89549255371094,232.97999572753906,233.0800018310547,229.25,229.3000030517578,62627700
2024-07-11,226.5106964111328,227.57000732421875,232.38999938964844,225.77000427246094,231.38999938964844,64710600
2024-07-12,229.4668426513672,230.5399932861328,232.63999938964844,228.67999267578125,228.9199981689453,53046500
2024-07-15,233.3088836669922,234.39999389648438,237.22999572753906,233.08999633789062,236.47999572753906,62631300
2024-07-16,233.7269287109375,234.82000732421875,236.27000427246094,232.3300018310547,235.0,43234300
2024-07-17,227.8145751953125,228.8800048828125,231.4600067138672,226.63999938964844,229.4499969482422,57345900
2024-07-18,223.13645935058594,224.17999267578125,230.44000244140625,222.27000427246094,230.27999877929688,66034600
2024-07-19,223.26583862304688,224.30999755859375,226.8000030517578,223.27999877929688,224.82000732421875,49151500
2024-07-22,222.91748046875,223.9600067138672,227.77999877929688,223.08999633789062,227.00999450683594,48201800
2024-07-23,223.96261596679688,225.00999450683594,226.94000244140625,222.67999267578125,224.3699951171875,39960300
2024-07-24,217.522705078125,218.5399932861328,224.8000030517578,217.1300048828125,224.0,61777600
2024-07-25,216.4776153564453,217.49000549316406,220.85000610351562,214.6199951171875,218.92999267578125,51391200
2024-07-26,216.9454345703125,217.9600067138672,219.49000549316406,216.00999450683594,218.6999969482422,41601300
2024-07-29,217.22412109375,218.24000549316406,219.3000030517578,215.75,216.9600067138672,36311800
2024-07-30,217.78152465820312,218.8000030517578,220.3300018310547,216.1199951171875,219.19000244140625,41643800
2024-07-31,221.04623413085938,222.0800018310547,223.82000732421875,220.6300048828125,221.44000244140625,50036300
2024-08-01,217.34353637695312,218.36000061035156,224.47999572753906,217.02000427246094,224.3699951171875,62501000
2024-08-02,218.83656311035156,219.86000061035156,225.60000610351562,217.7100067138672,219.14999389648438,105568600
2024-08-05,208.29586791992188,209.27000427246094,213.5,196.0,199.08999633789062,119548600
2024-08-06,206.26535034179688,207.22999572753906,209.99000549316406,201.07000732421875,205.3000030517578,69660500
2024-08-07,208.84332275390625,209.82000732421875,213.63999938964844,206.38999938964844,206.89999389648438,63516400
2024-08-08,212.3170623779297,213.30999755859375,214.1999969482422,208.8300018310547,213.11000061035156,47161100
2024-08-09,215.2334442138672,216.24000549316406,216.77999877929688,211.97000122070312,212.10000610351562,42201600
2024-08-12,216.76803588867188,217.52999877929688,219.50999450683594,215.60000610351562,216.07000732421875,38028100
2024-08-13,220.4949493408203,221.27000427246094,221.88999938964844,219.00999450683594,219.00999450683594,44155300
2024-08-14,220.943359375,221.72000122070312,223.02999877929688,219.6999969482422,220.57000732421875,41960600
2024-08-15,223.93284606933594,224.72000122070312,225.35000610351562,222.75999450683594,224.60000610351562,46414000
2024-08-16,225.25819396972656,226.0500030517578,226.8300018310547,223.64999389648438,223.9199981689453,44340200
2024-08-19,225.09873962402344,225.88999938964844,225.99000549316406,223.0399932861328,225.72000122070312,40687800
2024-08-20,225.71658325195312,226.50999450683594,227.1699981689453,225.4499969482422,225.77000427246094,30299000
2024-08-21,225.60696411132812,226.39999389648438,227.97999572753906,225.0500030517578,226.52000427246094,34765500
2024-08-22,223.74349975585938,224.52999877929688,228.33999633789062,223.89999389648438,227.7899932861328,43695300
2024-08-23,226.04542541503906,226.83999633789062,228.22000122070312,224.3300018310547,225.66000366210938,38677300
2024-08-26,226.38421630859375,227.17999267578125,227.27999877929688,223.88999938964844,226.75999450683594,30602200
2024-08-27,227.23126220703125,228.02999877929688,228.85000610351562,224.88999938964844,226.0,35934600
2024-08-28,225.69664001464844,226.49000549316406,229.86000061035156,225.67999267578125,227.9199981689453,38052200
2024-08-29,228.98509216308594,229.7899932861328,232.9199981689453,228.8800048828125,230.10000610351562,51906300
2024-08-30,228.19786071777344,229.0,230.39999389648438,227.47999572753906,230.19000244140625,52990800
2024-09-03,221.98968505859375,222.77000427246094,229.0,221.1699981689453,228.5500030517578,50190600
2024-09-04,220.07640075683594,220.85000610351562,221.77999877929688,217.47999572753906,221.66000366210938,43840200
2024-09-05,221.60104370117188,222.3800048828125,225.47999572753906,221.52000427246094,221.6300048828125,36615400
2024-09-06,220.0465087890625,220.82000732421875,225.24000549316406,219.77000427246094,223.9499969482422,48423000
2024-09-09,220.13619995117188,220.91000366210938,221.27000427246094,216.7100067138672,220.82000732421875,67180000
2024-09-10,219.3389892578125,220.11000061035156,221.47999572753906,216.72999572753906,218.9199981689453,51591000
2024-09-11,221.88006591796875,222.66000366210938,223.08999633789062,217.88999938964844,221.4600067138672,44587100
2024-09-12,221.98968505859375,222.77000427246094,223.5500030517578,219.82000732421875,222.5,37455600
2024-09-13,221.72061157226562,222.5,224.0399932861328,221.91000366210938,223.5800018310547,36766600
2024-09-16,215.56227111816406,216.32000732421875,217.22000122070312,213.9199981689453,216.5399932861328,59357400
2024-09-17,216.03060913085938,216.7899932861328,216.89999389648438,214.5,215.75,45519300
2024-09-18,219.91696166992188,220.69000244140625,222.7100067138672,217.5399932861328,217.5500030517578,59894900
2024-09-19,228.0683135986328,228.8699951171875,229.82000732421875,224.6300048828125,224.99000549316406,66781300
2024-09-20,227.40065002441406,228.1999969482422,233.08999633789062,227.6199951171875,229.97000122070312,318679900
2024-09-23,225.6767120361328,226.47000122070312,229.4499969482422,225.80999755859375,227.33999633789062,54146000
2024-09-24,226.5735626220703,227.3699951171875,229.35000610351562,225.72999572753906,228.64999389648438,43556100
2024-09-25,225.5770721435547,226.3699951171875,227.2899932861328,224.02000427246094,224.92999267578125,42308700
2024-09-26,226.72303771972656,227.52000427246094,228.5,225.41000366210938,227.3000030517578,36636700
2024-09-27,226.99208068847656,227.7899932861328,229.52000427246094,227.3000030517578,228.4600067138672,34026000
2024-09-30,232.183837890625,233.0,233.0,229.64999389648438,230.0399932861328,54541900
2024-10-01,225.41761779785156,226.2100067138672,229.64999389648438,223.74000549316406,229.52000427246094,63285000
2024-10-02,225.98562622070312,226.77999877929688,227.3699951171875,223.02000427246094,225.88999938964844,32880600
2024-10-03,224.8795166015625,225.6699981689453,226.80999755859375,223.32000732421875,225.13999938964844,34044200
2024-10-04,226.0055694580078,226.8000030517578,228.0,224.1300048828125,227.89999389648438,37245100
2024-10-07,220.91348266601562,221.69000244140625,225.69000244140625,221.3300018310547,224.5,39505400
2024-10-08,224.9791717529297,225.77000427246094,225.97999572753906,223.25,224.3000030517578,31855700
2024-10-09,228.7359619140625,229.5399932861328,229.75,224.8300018310547,225.22999572753906,33591100
2024-10-10,228.23770141601562,229.0399932861328,229.5,227.1699981689453,227.77999877929688,28183500
2024-10-11,226.75294494628906,227.5500030517578,229.41000366210938,227.33999633789062,229.3000030517578,31759200
2024-10-14,230.48980712890625,231.3000030517578,231.72999572753906,228.60000610351562,228.6999969482422,39882100
2024-10-15,233.03086853027344,233.85000610351562,237.49000549316406,232.3699951171875,233.61000061035156,64751400
2024-10-16,230.96810913085938,231.77999877929688,232.1199951171875,229.83999633789062,231.60000610351562,34082200
2024-10-17,231.33682250976562,232.14999389648438,233.85000610351562,230.52000427246094,233.42999267578125,32993800
2024-10-18,234.17684936523438,235.0,236.17999267578125,234.00999450683594,236.17999267578125,46431500
2024-10-21,235.6516571044922,236.47999572753906,236.85000610351562,234.4499969482422,234.4499969482422,36254500
2024-10-22,235.03382873535156,235.86000061035156,236.22000122070312,232.60000610351562,233.88999938964844,38846600
2024-10-23,229.95169067382812,230.75999450683594,235.13999938964844,227.75999450683594,234.0800018310547,52287000
2024-10-24,229.76235961914062,230.57000732421875,230.82000732421875,228.41000366210938,229.97999572753906,31109500
2024-10-25,230.5994110107422,231.41000366210938,233.22000122070312,229.57000732421875,229.74000549316406,38802300
2024-10-28,232.5824432373047,233.39999389648438,234.72999572753906,232.5500030517578,233.32000732421875,36087100
